Team,Priority component,Found in filepath
crossCutting,TYPOGRAPHY,/src/components/PreviousOrders/PreviousOrders.js
crossCutting,TYPOGRAPHY,/src/components/PromoIconography/MessageIcon/index.js
crossCutting,TYPOGRAPHY,/src/components/PromoIconography/MyWaitroseIcon/index.js
crossCutting,TYPOGRAPHY,/src/components/PromoText/PromoText.js
crossCutting,TYPOGRAPHY,/src/components/ShopWindows/index.js
crossCutting,TYPOGRAPHY,/src/components/SpecialistShopsLinks/index.js
crossCutting,TYPOGRAPHY,/src/components/StarRating/StarRating.js
crossCutting,TYPOGRAPHY,/src/components/Text/Body/index.js
crossCutting,TYPOGRAPHY,/src/components/Text/Title/index.js
crossCutting,TYPOGRAPHY,/src/components/TextArc/TextArc.js
crossCutting,TYPOGRAPHY,/src/components/TypeFit/TypeFit.js
crossCutting,TYPOGRAPHY,/src/components/VisualNavigation/index.js
crossCutting,TYPOGRAPHY,/src/constants/cms-menus.js
crossCutting,TYPOGRAPHY,/src/constants/errorsMessages.js
crossCutting,TYPOGRAPHY,/src/constants/modals.js
crossCutting,TYPOGRAPHY,/src/containers/AEMTest/AEMTest.js
crossCutting,TYPOGRAPHY,/src/formbuilder/index.js
crossCutting,TYPOGRAPHY,/src/mockData/data/forgotten-favourites.js
crossCutting,TYPOGRAPHY,/src/mockData/data/products/entertaining/chocolate-parcel-cake.js
crossCutting,TYPOGRAPHY,/src/mockData/data/products/index.js
crossCutting,TYPOGRAPHY,/src/server/controllers/frontend/error.js
crossCutting,TYPOGRAPHY,/src/stubs/services/scripts/cardinal.js
crossCutting,TYPOGRAPHY,/src/styles/components/popovers/popover.js
crossCutting,BUTTON,/src/components/AmendOrderAlert/AmendOrderAlert.js
crossCutting,BUTTON,/src/components/Button/index.js
crossCutting,BUTTON,/src/components/Carousel/Arrow/index.js
crossCutting,BUTTON,/src/components/Conflict/Resolution/ChangeSlotType/ChangeSlotType.js
crossCutting,BUTTON,/src/components/Forms/utilities/SubText/index.js
crossCutting,BUTTON,/src/components/Forms/utilities/Textbox/PasswordToggle.js
crossCutting,BUTTON,/src/formbuilder/index.js
crossCutting,BUTTON,/src/stubs/services/scripts/cardinal.js
crossCutting,ANCHOR_LINK,/src/components/AnchorLink/index.js
crossCutting,ANCHOR_LINK,/src/components/BackLink/BackLink.js
crossCutting,ANCHOR_LINK,/src/components/ErrorBoundary/index.js
crossCutting,ANCHOR_LINK,/src/components/SkipLink/index.js
crossCutting,ANCHOR_LINK,/src/components/SpecialistShopsLinks/SpecialistShopLink/index.js
crossCutting,ANCHOR_LINK,/src/constants/errorsMessages.js
